,City,Country,Date,Max Temp,Lat,Lng,Humidity,Cloudiness,Wind Speed
367,Karuzi,BI,1547941420,58.47,-3.1,30.16,98,80,3.18
368,Yaan,NG,1547941422,74.94,7.38,8.57,46,0,7.2
369,Svetlogorsk,RU,1547938800,17.6,53.14,59.15,85,75,6.71
370,Meulaboh,ID,1547941427,76.47,4.14,96.13,100,68,5.08
371,Sicamous,CA,1547938800,37.4,50.84,-118.99,86,75,2.24
372,Arman,RU,1547941190,-7.32,59.7,150.17,58,92,4.63
373,Qaqortoq,GL,1547938200,17.6,60.72,-46.03,85,32,12.68
374,Kharp,RU,1547941436,-16.05,66.82,65.8,47,0,2.95
375,Abiramam,IN,1547938800,69.8,9.44,78.44,73,40,8.77
376,Honningsvag,NO,1547941440,18.15,70.98,25.97,100,0,9.22
377,Caluquembe,AO,1547941442,55.37,-13.78,14.68,81,32,2.51
378,Berlevag,NO,1547941445,17.07,70.86,29.09,100,44,10.45
380,Sao Filipe,CV,1547941231,71.7,14.9,-24.5,95,8,16.82
381,Brebeni,RO,1547938800,32,44.36,24.45,92,90,13.87
382,Goderich,CA,1547941392,10.37,43.74,-81.71,99,44,15.59
383,Buluang,PH,1547938800,78.8,10.47,123.98,78,90,6.93
384,Verkhoyansk,RU,1547941458,-55.02,67.55,133.39,0,36,2.51
385,San Patricio,PY,1547941460,73.77,-26.98,-56.83,74,88,6.76
386,Pisco,PE,1547938800,71.6,-13.71,-76.2,30,0,13.87
387,Kokopo,PG,1547941464,77.46,-4.34,152.27,100,92,11.45
388,Galle,US,1547938560,59,29.74,-97.91,28,1,17.22
389,Kaitong,CN,1547941469,3.75,44.81,123.15,54,12,11.79
390,Nanortalik,GL,1547941471,25.98,60.14,-45.24,94,24,8.43
391,Corn Island,NI,1547941192,80.88,12.17,-83.04,97,0,10.67
392,San Quintin,PH,1547941476,67.52,17.54,120.52,81,0,3.06
393,Hervey Bay,AU,1547938800,82.4,-25.3,152.85,61,75,16.11
394,Tessalit,ML,1547941480,46.5,20.2,1.01,22,0,9.44
395,Launceston,AU,1547938800,68,-41.43,147.14,52,0,9.17
396,Chuy,UY,1547941484,66.3,-33.69,-53.46,81,48,13.47
397,Taltal,CL,1547941301,65.76,-25.41,-70.49,77,32,2.17
398,Auki,NG,1547941489,66.03,12.18,6.51,40,12,4.52
399,Waipawa,NZ,1547941491,70.17,-39.94,176.59,57,0,18.72
400,Saint-Georges,CA,1547941494,-1.47,46.12,-70.67,45,76,2.95
401,Kamphaeng Phet,TH,1547941293,71.61,16.47,99.53,84,88,4.52
402,Sao Joao da Barra,BR,1547941498,81.2,-21.64,-41.05,96,12,28.57
403,Cassilandia,BR,1547941500,71.97,-19.11,-51.73,86,44,10.11
404,Nuuk,GL,1547938200,19.4,64.17,-51.74,92,80,14.99
405,Mizdah,LY,1547941505,30.44,31.45,12.98,76,0,2.73
406,Ranong,TH,1547938800,75.2,9.96,98.62,88,40,5.41
408,Omsukchan,RU,1547941511,-30.9,62.53,155.8,47,76,3.51
409,Richards Bay,ZA,1547941514,66.8,-28.77,32.06,98,92,15.14
410,Maua,KE,1547941516,53.07,0.23,37.94,76,0,2.39
411,Palafrugell,ES,1547938800,37.4,41.92,3.16,100,0,4.7
412,Coquimbo,CL,1547938800,64.4,-29.95,-71.34,72,20,11.41
413,Malindi,KE,1547941522,78.9,-3.22,40.12,91,0,12.46
414,Tres Passos,BR,1547941525,71.16,-27.46,-53.93,88,12,7.09
415,Casalmaggiore,IT,1547940000,33.8,44.99,10.42,100,75,3.36
417,Kysyl-Syr,RU,1547941531,-27.75,63.9,122.77,43,76,10.67
418,Mehriz,IR,1547938800,30.2,31.58,54.44,86,0,2.24
419,Langsa,ID,1547941536,69.05,4.47,97.97,89,20,2.62
420,Krasnogvardeyskiy,RU,1547941538,18.02,57.38,62.32,85,80,4.97
421,Cervo,BR,1547941540,68.01,-22.19,-46.24,94,44,2.62
422,Chulym,RU,1547941543,12.35,55.09,80.97,79,8,11.45
423,Dhuburi,IN,1547941545,48.17,26.03,89.97,76,0,2.62
424,Quesnel,CA,1547938800,41,52.98,-122.49,60,1,5.82
425,Bukachacha,RU,1547941283,-2.87,52.99,116.91,68,0,2.95
426,Ketou,BJ,1547941551,75.48,7.36,2.6,83,12,7.09
427,Amapa,HN,1547938800,80.6,15.09,-87.97,78,20,11.41
428,Lithgow,AU,1547938800,71.6,-33.48,150.16,83,90,5.82
429,Tarabuco,BO,1547941558,54.47,-19.18,-64.92,99,92,2.95
430,Jasper,US,1547939700,57.92,33.83,-87.28,93,68,18.34
431,Emerald,AU,1547938800,82.4,-23.53,148.16,51,0,16.11
432,Lucapa,AO,1547941565,65.99,-8.42,20.74,95,80,2.51
433,Esqueda,MX,1547941567,58.2,30.72,-109.59,19,0,6.76
434,Jablah,SY,1547941569,38.13,35.36,35.93,100,44,5.08
435,Flin Flon,CA,1547938800,-23.81,54.77,-101.88,67,20,4.18
437,Shache,CN,1547941576,20.85,38.42,77.24,94,88,3.4
439,Ararangua,BR,1547941580,73.55,-28.93,-49.49,100,92,15.14
440,Tarakan,ID,1547941583,81.42,3.3,117.63,95,76,3.18
441,Honiara,SB,1547941585,81.78,-9.43,159.96,88,64,3.18
442,Ihosy,MG,1547941587,67.74,-22.4,46.13,98,92,2.73
443,San Cristobal,EC,1547938800,66.2,-0.39,-78.55,59,40,9.17
444,Tamandare,BR,1547941592,76.79,-8.28,-70.75,93,20,2.17
446,Dhidhdhoo,MV,1547941597,79.35,6.88,73.1,100,0,3.18
447,Puerto Escondido,MX,1547937600,82.4,15.86,-97.07,69,75,3.74
449,Bodden Town,KY,1547938800,80.6,19.28,-81.25,83,40,9.17
450,Hanmer Springs,NZ,1547941605,60.27,-42.52,172.83,56,0,14.47
451,Bubaque,GW,1547941608,78.18,11.28,-15.83,98,0,13.13
453,Khartoum,SD,1547940600,66.2,15.59,32.54,15,0,8.05
454,Tchibanga,GA,1547941614,73.5,-2.92,11,100,92,2.39
455,Ust-Omchug,RU,1547941355,-34.46,61.13,149.63,57,88,3.4
456,Vestmannaeyjar,IS,1547941619,35.39,63.44,-20.27,100,68,13.58
457,Benguela,AO,1547941621,75.62,-12.58,13.4,100,32,4.41
458,Usinsk,RU,1547941623,-5.25,66,57.56,68,56,3.18
459,Svetlaya,RU,1547941625,14.1,46.54,138.33,100,64,8.1
460,Port Keats,AU,1547941628,87.27,-14.25,129.55,93,0,5.19
461,Molteno,ZA,1547941630,46.19,-31.4,26.36,64,0,8.21
462,Beyneu,KZ,1547941632,10.1,45.32,55.19,82,36,5.41
463,Halifax,CA,1547938800,10.4,44.65,-63.58,55,90,9.17
464,Zyryanovsk,KZ,1547941637,0.02,49.74,84.27,60,32,2.06
466,Glendive,US,1547939700,17.96,47.11,-104.71,84,90,11.41
467,Kiama,AU,1547938800,69.8,-34.67,150.86,83,90,2.73
468,Naze,NG,1547938800,82.4,5.43,7.07,83,20,8.99
469,Taksimo,RU,1547941648,-2.51,56.36,114.84,43,44,1.5
470,Kargasok,RU,1547941650,18.6,59.06,80.87,84,56,5.08
471,Mount Isa,AU,1547938800,95,-20.73,139.49,28,0,9.17
472,Aranos,NA,1547941655,68.28,-24.14,19.11,14,0,11.23
473,Santa Cruz,US,1547940000,69.98,36.97,-122.03,64,1,1.05
474,Jijiga,ET,1547941660,38.99,9.35,42.8,81,0,1.39
475,Mahenge,TZ,1547941662,70.94,-8.68,36.72,99,100,2.73
476,Mayna,RU,1547941665,-5.52,53,91.49,64,20,1.95
477,Dibulla,CO,1547938800,82.4,11.27,-73.31,74,0,9.17
478,Riyadh,SA,1547938800,42.8,24.63,46.72,56,0,2.39
479,Novo Aripuana,BR,1547941413,74.58,-5.12,-60.38,100,68,2.06
480,Ruidoso,US,1547939700,55.4,33.33,-105.67,19,1,14.99
481,Juneau,US,1547938560,32,58.3,-134.42,74,75,3.36
482,Sistranda,NO,1547938200,30.2,63.73,8.83,80,75,20.8
483,Nichinan,JP,1547938800,60.8,31.65,131.31,77,40,12.75
484,Utinga,BR,1547938800,82.4,-5.82,-35.4,78,40,8.05
485,Kasane,BW,1547941685,69.54,-17.8,25.16,90,92,3.96
486,Terrace Bay,CA,1547941598,-3.86,48.78,-87.1,100,8,13.58
487,Kilinochchi,LK,1547941689,77.01,9.4,80.4,97,92,13.24
488,Osmaniye,TR,1547941692,30.03,37.07,36.26,89,24,3.06
489,Seymchan,RU,1547941694,-42.74,62.93,152.39,98,48,2.17
490,Kerman,IR,1547938800,23,30.29,57.06,49,0,2.24
491,Ateptsevo,RU,1547940600,15.8,55.32,36.75,85,90,6.71
492,Kutum,SD,1547941701,49.02,14.2,24.66,65,8,3.4
493,Ekhabi,RU,1547941703,-2.37,53.51,142.97,84,0,17.49
494,Dicabisagan,PH,1547941705,73.68,17.08,122.42,100,100,10
495,Tacuarembo,UY,1547941707,66.21,-31.73,-55.98,78,48,14.7
496,Itarema,BR,1547941638,77.69,-2.92,-39.92,93,76,5.53
497,Jacareacanga,BR,1547941712,80.52,-6.22,-57.76,81,20,3.74
498,Ayr,GB,1547940000,35.6,55.46,-4.63,93,75,3.36
499,Bastia,IT,1547940000,42.8,44.6,8.98,60,40,10.29
500,Villamontes,BO,1547941718,66.21,-21.26,-63.47,87,56,2.39
501,Birao,CF,1547941720,62.7,10.3,22.78,44,0,7.09
502,Garowe,SO,1547941723,62.39,8.41,48.48,96,0,7.2
504,Niquero,CU,1547941727,79.08,20.04,-77.58,94,0,13.24
505,Volkhov,RU,1547941729,19.05,59.92,32.34,86,48,7.54
506,Sechura,PE,1547941732,76.38,-5.56,-80.82,73,0,11.45
507,Bintulu,MY,1547938800,73.4,3.17,113.03,100,75,4.7
508,Nerchinskiy Zavod,RU,1547941736,-6.11,51.31,119.61,53,24,2.73
510,Anito,PH,1547941741,77.46,12.45,125.29,100,92,25.88
511,Saint Andrews,NZ,1547941743,65.22,-44.53,171.19,73,8,14.25
512,Firminopolis,BR,1547941745,76.65,-16.58,-50.3,73,44,3.74
513,Thinadhoo,MV,1547941747,80.84,0.53,72.93,100,100,9.55
514,Islahiye,TR,1547938200,30.2,37.03,36.63,86,0,4.7
517,Ukiah,US,1547940480,57.02,39.15,-123.21,86,90,6.93
518,Tilichiki,RU,1547941758,22.65,60.47,166.1,81,88,6.98
519,Kimberley,ZA,1547938800,60.8,-28.74,24.76,17,0,5.82
520,Ninotsminda,GE,1547940600,5,41.27,43.59,77,8,2.24
521,Bungoma,KE,1547941765,56.58,0.57,34.56,87,0,4.63
522,Muros,ES,1547938800,48.2,42.77,-9.06,100,75,6.93
523,Neepawa,CA,1547938800,-13.01,50.23,-99.46,62,75,9.17
525,Teya,MX,1547937900,84.2,21.05,-89.07,51,40,11.41
526,Ponta Delgada,PT,1547938800,57.2,37.73,-25.67,76,20,6.93
528,Rawson,AR,1547941780,88.4,-43.3,-65.11,12,0,12.12
529,Champerico,MX,1547937960,93.2,16.38,-93.6,23,20,14.99
531,Nizhniy Odes,RU,1547941787,13.83,63.64,54.86,84,80,3.74
532,Swellendam,ZA,1547938800,53.6,-34.02,20.44,66,0,2.24
533,Trincomalee,LK,1547941779,72.74,8.58,81.23,81,80,5.75
534,Baishishan,CN,1547941794,-0.26,43.58,127.55,72,36,6.53
535,Puerto del Rosario,ES,1547940600,64.4,28.5,-13.86,63,90,10.29
536,Jinxiang,CN,1547941798,18.47,35.07,116.31,67,0,4.74
537,Elliot,ZA,1547941800,37.95,-31.33,27.85,93,0,2.17
538,Hokitika,NZ,1547941803,59.19,-42.72,170.96,94,92,17.27
539,Yulara,AU,1547938800,84.2,-25.24,130.99,30,48,12.75
540,Lishui,CN,1547941807,43.44,28.45,119.91,100,88,2.39
541,Anadyr,RU,1547940600,-7.61,64.73,177.51,76,0,11.18
542,Donskoye,RU,1547940600,37.4,45.45,41.98,69,40,11.18
543,Shumskiy,RU,1547941814,21.93,54.83,99.13,49,8,6.53
544,Namatanai,PG,1547941816,79.98,-3.66,152.44,100,92,13.58
545,Fukue,JP,1547940600,42.8,35.03,136.69,81,75,12.75
546,Raudeberg,NO,1547940000,28.4,61.99,5.14,86,12,8.05
547,Medea,DZ,1547938800,39.2,36.27,2.77,93,40,3.06
548,Kapuskasing,CA,1547938800,-16.61,49.42,-82.43,75,40,2.24
549,Portales,US,1547938680,53.06,34.19,-103.33,23,1,6.93
550,Mezen,RU,1547941830,-4.17,65.85,44.24,78,0,4.07
551,Muzhi,RU,1547941832,-9.89,65.4,64.7,52,0,4.63
552,Fort Nelson,CA,1547938800,-2.21,58.81,-122.69,77,75,2.24
553,Deputatskiy,RU,1547941607,-63.57,69.3,139.9,0,0,2.51
554,Tabuk,PH,1547941839,63.02,17.41,121.44,95,8,0.49
555,Nkowakowa,ZA,1547938800,59,-23.89,30.29,82,90,18.34
556,Policoro,IT,1547938500,41,40.21,16.68,100,5,8.05
557,Samarai,PG,1547941734,77.87,-10.62,150.67,100,92,10.56
558,Esperance,TT,1547938800,77,10.24,-61.45,78,20,4.7
559,Kadoma,ZW,1547941851,72.6,-18.34,29.91,71,20,13.47
560,Atar,MR,1547941853,50.55,20.52,-13.05,45,0,7.09
561,Hirara,JP,1547938800,71.6,24.8,125.28,77,75,5.82
562,Mehamn,NO,1547941857,16.94,71.03,27.85,84,76,7.99
563,Maniitsoq,GL,1547941860,17.57,65.42,-52.9,100,80,7.99
564,Ballina,IE,1547941862,39.12,54.11,-9.15,100,64,2.73
566,Luba,PH,1547941866,67.52,17.32,120.7,81,0,3.06
567,Holoby,UA,1547941868,20.13,51.09,25.02,74,68,3.18
568,Juba,EE,1547938200,30.2,57.82,26.93,92,88,16.11
569,Emirdag,TR,1547941873,25.71,39.02,31.15,89,80,2.95
570,Yenotayevka,RU,1547941875,36.78,47.24,47.04,94,88,12.24
571,Eyl,SO,1547941878,71.3,7.98,49.82,100,0,14.58
572,Alta Gracia,AR,1547938800,68,-31.66,-64.43,72,20,6.93
574,Severodvinsk,RU,1547940600,3.2,64.56,39.82,84,75,8.95
575,Ila,NO,1547940000,30.2,63.43,10.37,92,75,11.41
576,Narrabri,AU,1547938800,95,-30.33,149.78,23,92,18.34
577,Pomabamba,PE,1547941756,51.54,-8.82,-77.46,62,76,1.72
578,Joshimath,IN,1547941893,-1.02,30.57,79.57,100,32,1.05
579,Lebane,RS,1547940600,32,42.92,21.74,93,40,2.24
580,Santa Isabel,CO,1547941898,67.29,4.71,-75.1,84,12,1.72
582,Susanville,US,1547940900,51.8,40.42,-120.65,71,90,3.36
584,Nemuro,JP,1547940600,15.8,43.32,145.57,72,75,3.36
586,Kjollefjord,NO,1547941621,16.94,70.95,27.35,84,76,7.99
587,Vao,EE,1547941916,25.62,59.1,26.19,85,68,16.15
588,College,US,1547940360,1.94,64.86,-147.8,84,90,3.18
589,Kawalu,ID,1547941920,69.45,-7.38,108.21,94,68,1.5
590,Sarkand,KZ,1547941922,0.69,45.41,79.91,49,8,2.06
591,Boende,CD,1547941924,68.82,-0.28,20.88,100,48,2.73
592,Takab,IR,1547941927,-2.01,36.4,47.11,56,0,2.06
593,Esna,RO,1547941929,29.45,45.2,27.57,96,92,7.99
594,Sinegorye,RU,1547941742,-32.12,62.09,150.53,49,56,1.95
595,Brownwood,US,1547939700,50,31.71,-98.99,36,1,17.22
596,Xai-Xai,MZ,1547941935,76.79,-25.04,33.64,97,88,38.41
597,Luwingu,ZM,1547941938,61.85,-10.26,29.92,100,92,4.52
598,Borovsk,RU,1547940600,15.8,55.21,36.48,85,90,6.71
599,Mbigou,GA,1547941942,69.5,-1.9,11.91,98,76,2.73
600,Bayan,MN,1547941946,-6.92,47.25,107.54,51,0,9.22
601,Bogorodskoye,RU,1547941948,-12.99,52.37,140.44,60,0,3.06
602,Izhma,RU,1547941950,1.37,65.01,53.91,70,68,2.95
603,Monrovia,LR,1547940600,77,6.33,-10.8,94,20,4.18
604,Puerto Rondon,CO,1547941955,89.52,6.28,-71.1,40,80,9.1
605,Madimba,CM,1547938800,78.8,4.42,9.93,100,75,2.24
607,Labytnangi,RU,1547941962,-14.61,66.66,66.39,44,0,3.18
608,Tura,IN,1547941689,48.17,25.52,90.21,76,0,2.62
609,Guaraniacu,BR,1547941966,73.41,-25.1,-52.88,91,56,2.06
610,Monte Patria,CL,1547941968,63.33,-30.69,-70.96,86,8,1.61
611,Flinders,AU,1547940600,69.8,-34.58,150.85,83,90,3.36
612,Dubbo,AU,1547938800,84.2,-32.25,148.6,51,12,18.34
613,Tadine,NC,1547941975,78.32,-21.55,167.88,97,80,19.06
614,Tawang,BT,1547941977,22.2,27.59,91.87,62,0,1.39
615,Natal,BR,1547938800,82.4,-5.81,-35.21,78,20,9.17
616,Baley,RU,1547941982,-8.27,51.58,116.65,59,0,3.74
617,Xinxiang,CN,1547941984,17.07,35.3,113.88,60,0,3.74
618,Kattivakkam,IN,1547940600,69.8,13.22,80.32,88,20,2.24
619,Mastung,PK,1547941989,43.8,29.8,66.85,98,92,7.54
620,Kasongo-Lunda,CD,1547941991,70.4,-6.48,16.82,97,76,2.06
621,Kotido,UG,1547941993,62.7,3.01,34.12,71,12,3.96
622,Sao Sebastiao do Paraiso,BR,1547941995,73.14,-20.92,-46.99,76,36,2.62
623,Luanda,AO,1547938800,78.8,-8.83,13.24,83,20,2.24
624,Rudnogorsk,RU,1547942000,20.13,57.27,103.75,75,80,8.77
625,Moyale,ET,1547942002,63.65,3.52,39.05,61,0,5.97
626,Ankang,CN,1547941734,23.28,32.73,108.99,60,76,1.95
627,Castlemaine,IE,1547941904,45.33,52.17,-9.7,100,92,8.99
628,Wairoa,NZ,1547942009,78.72,-39.04,177.43,60,0,10.45
629,Artyom,RU,1547940600,1.4,43.36,132.19,77,0,4.47
630,Xiuyan,CN,1547942013,11.54,40.29,123.27,44,0,10.78
631,Batagay-Alyta,RU,1547942016,-48,67.8,130.41,0,48,2.62
632,Tashla,RU,1547940600,28.4,53.71,49.75,92,90,8.95
633,Soyo,AO,1547942020,76.38,-6.13,12.37,97,32,3.4
634,Tautira,PF,1547940600,89.6,-17.73,-149.15,62,40,12.75
635,Khatassy,RU,1547940600,-49.01,61.91,129.64,63,36,4.47
636,Orbetello,IT,1547938500,39.2,42.44,11.21,86,0,4.7
637,Mankono,CI,1547942029,74.13,8.06,-6.19,64,56,5.75
638,Tres Arroyos,AR,1547942031,72.29,-38.38,-60.28,51,0,14.25
639,Port Blair,IN,1547940600,75.2,11.67,92.75,94,75,5.82
640,Dulce Nombre de Culmi,HN,1547942036,67.29,15.08,-85.56,98,68,2.06
642,Kaliua,TZ,1547942041,64.86,-5.06,31.79,98,92,2.06
643,Sioux Lookout,CA,1547938800,-14.81,50.1,-91.92,75,5,4.7
644,Daokou,CN,1547942045,8.57,35.61,105.12,76,88,3.62
645,Tahoua,NE,1547942047,63.29,14.89,5.26,69,12,2.51
646,Strezhevoy,RU,1547940600,19.4,60.73,77.6,85,75,13.42
647,Jalu,LY,1547942052,48.75,29.03,21.55,41,80,2.73
648,Sur,OM,1547942054,70.26,22.57,59.53,100,0,8.99
649,Awjilah,LY,1547942056,53.39,29.14,21.3,37,88,2.73
650,Ust-Tsilma,RU,1547942058,-3.86,65.44,52.15,77,64,2.95
651,Buala,SB,1547942061,84.21,-8.15,159.59,91,44,3.51
653,Povenets,RU,1547942065,11.76,62.85,34.83,80,68,4.41
656,Bosaso,SO,1547942071,73.95,11.28,49.18,100,100,6.42
657,Limbang,BN,1547940600,80.6,4.75,115.01,94,75,3.36
658,Milkovo,BG,1547940600,37.4,41.53,24.68,100,90,4.7
659,Belyy,RU,1547942078,20.67,55.83,32.94,88,44,13.47
661,Praxedis Guerrero,MX,1547938680,57.92,31.37,-106.02,19,1,6.93
662,Smiltene,LV,1547942085,29.54,57.42,25.9,96,80,13.13
663,Sheopur,IN,1547942087,46.77,25.67,76.7,79,8,2.73
664,Krumbach,DE,1547940000,17.6,48.24,10.36,92,40,2.17
665,Fray Bentos,AR,1547942092,71.07,-33.12,-58.31,62,8,10.56
666,Luang Prabang,LA,1547942094,55.5,19.89,102.14,100,76,2.06
667,Lynn Haven,US,1547940660,68,30.25,-85.65,93,90,23.04
668,Peniche,PT,1547938800,55.4,39.36,-9.38,93,90,17.22
669,Quatre Cocos,MU,1547938800,77,-20.21,57.76,94,75,3.36
670,Pidhaytsi,UA,1547942103,18.96,49.27,25.13,90,88,9.1
671,Khotynets,RU,1547942105,22.38,53.13,35.4,90,76,12.68
672,Inhambane,MZ,1547942107,76.02,-23.87,35.38,100,92,34.61
673,Ocampo,PH,1547942110,76.79,13.56,123.37,96,92,15.7
674,Great Yarmouth,GB,1547940000,28.4,52.61,1.73,92,0,2.24
675,Marawi,PH,1547942114,69.63,8,124.29,97,88,2.51
676,Isiro,CD,1547942116,69.36,2.77,27.62,83,0,2.39
677,Henties Bay,NA,1547941887,62.43,-22.12,14.28,100,0,5.41
678,Ratnagiri,IN,1547942121,75.57,16.98,73.3,100,8,7.43
679,Ucluelet,CA,1547938800,50,48.94,-125.55,71,40,9.17
680,Fare,PF,1547942126,84.12,-16.7,-151.02,98,80,13.13
681,Ler,NO,1547940000,30.2,63.2,10.3,92,75,11.41
682,Lerwick,GB,1547940000,42.8,60.15,-1.15,81,92,12.75
684,Altamont,CA,1547940900,-13.01,49.4,-98.5,69,24,5.82
685,Ariquemes,BR,1547942137,76.92,-9.91,-63.03,93,80,2.06
686,Zaraza,VE,1547942139,81.02,9.35,-65.33,56,0,14.7
687,Wanning,AT,1547940000,24.8,48.64,13.53,73,75,5.82
688,Lagdo,CM,1547942144,67.52,9.06,13.67,71,0,2.73
689,Miles City,US,1547938380,21.02,46.41,-105.84,77,1,12.75
690,Inza,RU,1547942148,17.16,53.86,46.36,83,68,7.09
691,Bandarbeyla,SO,1547942150,75.8,9.49,50.81,100,92,14.03
692,Broome,GB,1547940000,32,52.47,1.45,92,8,2.24
693,Lichtenburg,ZA,1547942155,57.39,-26.15,26.16,30,0,7.09
695,Matara,PE,1547942159,50.73,-13.74,-72.9,59,20,1.95
696,Banyo,CM,1547942162,61.89,6.75,11.81,56,20,2.62
697,Hambantota,LK,1547942164,74.67,6.12,81.12,100,32,9.1
698,Chimoio,MZ,1547938800,73.4,-19.11,33.48,94,75,6.93
699,Mingyue,CN,1547942168,6,43.11,128.91,54,32,9.44
700,Ancud,CL,1547938800,68,-41.87,-73.83,64,92,5.82
701,Narva-Joesuu,EE,1547942173,24.27,59.46,28.04,73,0,11.23
702,Nisia Floresta,BR,1547938800,82.4,-6.09,-35.21,78,20,9.17
703,Igurubi,TZ,1547942177,63.6,-4,33.71,95,68,3.4
704,Sobolevo,RU,1547942181,19.82,54.43,31.9,83,32,11.68
705,Wolfsburg,DE,1547940000,26.6,52.42,10.79,92,40,3.36
707,Lamesa,US,1547940900,54.68,32.74,-101.95,25,1,5.82
708,Achit,RU,1547942190,21.57,56.8,57.9,92,80,9.55
709,Talnakh,RU,1547942192,-0.03,69.49,88.39,84,64,12.57
710,Hovd,NO,1547940000,30.2,63.83,10.7,92,75,11.41
711,Sebeta,ET,1547942196,38.58,8.91,38.62,83,0,2.51
712,Ndola,ZM,1547942199,62.39,-12.97,28.64,98,88,3.96
713,Port Macquarie,AU,1547940780,78.8,-31.43,152.91,83,90,6.93
714,Beira,ES,1547940600,51.8,43.2,-8.36,76,40,14.99
715,Santa Vitoria do Palmar,BR,1547942206,66.3,-33.52,-53.37,81,48,13.47
716,Aleksandrov Gay,RU,1547942208,30.66,50.14,48.57,93,32,12.8
717,Jinchang,CN,1547942210,12.03,38.52,102.19,85,80,2.62
718,Ostersund,SE,1547940000,19.4,63.18,14.64,85,0,16.11
719,Nouadhibou,MR,1547938800,60.8,20.93,-17.03,72,0,16.11
720,Senneterre,CA,1547938800,-25.61,48.39,-77.24,74,40,2.24
721,High Level,CA,1547938800,1.4,58.52,-117.13,84,75,12.75
722,Devrek,TR,1547942224,35.12,41.22,31.96,98,48,4.41
723,Glens Falls,US,1547941860,15.98,43.31,-73.64,82,90,5.82
724,Yerbogachen,RU,1547942233,13.25,61.28,108.01,79,80,9.1
725,Belaya Gora,RU,1547942235,-49.49,68.54,146.19,0,12,2.95
